track_id,genre_id,genre_title,genre_parent_id
4022,109,Hardcore,25.0
4037,103,Singer-Songwriter,17.0
4066,33,Psych-Folk,17.0
4067,33,Psych-Folk,17.0
4068,33,Psych-Folk,17.0
4069,33,Psych-Folk,17.0
4070,46,Latin America,2.0
4071,46,Latin America,2.0
4072,46,Latin America,2.0
4073,46,Latin America,2.0
4074,46,Latin America,2.0
4075,46,Latin America,2.0
4076,46,Latin America,2.0
4077,46,Latin America,2.0
4078,46,Latin America,2.0
4079,46,Latin America,2.0
4080,46,Latin America,2.0
4091,117,Polka,2.0
4091,118,Balkan,2.0
4091,130,Europe,2.0
4092,117,Polka,2.0
4092,118,Balkan,2.0
4092,130,Europe,2.0
4093,117,Polka,2.0
4093,118,Balkan,2.0
4093,130,Europe,2.0
4094,117,Polka,2.0
4094,118,Balkan,2.0
4094,130,Europe,2.0
4095,117,Polka,2.0
4095,118,Balkan,2.0
4095,130,Europe,2.0
4096,117,Polka,2.0
4096,118,Balkan,2.0
4096,130,Europe,2.0
4097,117,Polka,2.0
4097,118,Balkan,2.0
4097,130,Europe,2.0
4098,117,Polka,2.0
4098,118,Balkan,2.0
4098,130,Europe,2.0
4099,117,Polka,2.0
4099,118,Balkan,2.0
4099,130,Europe,2.0
4100,117,Polka,2.0
4100,118,Balkan,2.0
4100,130,Europe,2.0
4101,117,Polka,2.0
4101,118,Balkan,2.0
4101,130,Europe,2.0
4102,117,Polka,2.0
4102,118,Balkan,2.0
4102,130,Europe,2.0
4103,117,Polka,2.0
4103,118,Balkan,2.0
4103,130,Europe,2.0
4232,92,African,2.0
4232,102,Middle East,2.0
4233,92,African,2.0
4233,102,Middle East,2.0
4234,92,African,2.0
4234,102,Middle East,2.0
4235,92,African,2.0
4235,102,Middle East,2.0
4236,92,African,2.0
4236,102,Middle East,2.0
4239,92,African,2.0
4239,102,Middle East,2.0
4507,77,French,2.0
4508,77,French,2.0
4509,77,French,2.0
4510,77,French,2.0
4511,77,French,2.0
4846,102,Middle East,2.0
4848,102,Middle East,2.0
4849,102,Middle East,2.0
5006,25,Punk,12.0
5006,85,Garage,12.0
5521,224,Sound Collage,38.0
5879,94,Freak-Folk,17.0
5936,103,Singer-Songwriter,17.0
5940,103,Singer-Songwriter,17.0
6329,118,Balkan,2.0
6330,92,African,2.0
6331,118,Balkan,2.0
6331,130,Europe,2.0
6332,118,Balkan,2.0
6333,102,Middle East,2.0
6333,118,Balkan,2.0
6342,102,Middle East,2.0
6354,92,African,2.0
6357,118,Balkan,2.0
6358,118,Balkan,2.0
6358,130,Europe,2.0
6360,102,Middle East,2.0
6360,118,Balkan,2.0
6363,102,Middle East,2.0
6363,118,Balkan,2.0
6366,102,Middle East,2.0
6367,92,African,2.0
6368,118,Balkan,2.0
6368,130,Europe,2.0
6370,118,Balkan,2.0
6372,102,Middle East,2.0
6372,118,Balkan,2.0
6373,102,Middle East,2.0
6373,118,Balkan,2.0
6376,118,Balkan,2.0
6376,130,Europe,2.0
6379,92,African,2.0
6380,102,Middle East,2.0
6380,118,Balkan,2.0
6381,118,Balkan,2.0
6382,118,Balkan,2.0
6383,102,Middle East,2.0
6383,118,Balkan,2.0
6385,102,Middle East,2.0
6385,118,Balkan,2.0
6387,118,Balkan,2.0
6389,92,African,2.0
6390,118,Balkan,2.0
6390,130,Europe,2.0
6393,102,Middle East,2.0
6394,118,Balkan,2.0
6396,118,Balkan,2.0
6406,33,Psych-Folk,17.0
6407,33,Psych-Folk,17.0
6459,102,Middle East,2.0
6469,102,Middle East,2.0
6469,118,Balkan,2.0
6674,32,Noise,38.0
6675,32,Noise,38.0
6677,32,Noise,38.0
6679,32,Noise,38.0
6680,32,Noise,38.0
6684,32,Noise,38.0
6776,101,Death-Metal,31.0
6778,101,Death-Metal,31.0
6857,33,Psych-Folk,17.0
7373,22,Audio Collage,38.0
7374,22,Audio Collage,38.0
7375,22,Audio Collage,38.0
7376,22,Audio Collage,38.0
7377,22,Audio Collage,38.0
7378,22,Audio Collage,38.0
7379,22,Audio Collage,38.0
7381,22,Audio Collage,38.0
7383,22,Audio Collage,38.0
7385,22,Audio Collage,38.0
7386,22,Audio Collage,38.0
7388,22,Audio Collage,38.0
7391,22,Audio Collage,38.0
7393,22,Audio Collage,38.0
7495,89,Post-Punk,25.0
7548,1,Avant-Garde,38.0
7554,1,Avant-Garde,38.0
7709,103,Singer-Songwriter,17.0
7710,103,Singer-Songwriter,17.0
7711,103,Singer-Songwriter,17.0
7712,103,Singer-Songwriter,17.0
7713,103,Singer-Songwriter,17.0
7872,25,Punk,12.0
8056,85,Garage,12.0
8345,22,Audio Collage,38.0
8357,1,Avant-Garde,38.0
8357,22,Audio Collage,38.0
8363,1,Avant-Garde,38.0
8363,22,Audio Collage,38.0
8372,22,Audio Collage,38.0
8416,22,Audio Collage,38.0
9152,1,Avant-Garde,38.0
9152,32,Noise,38.0
9155,32,Noise,38.0
9307,32,Noise,38.0
9476,30,Field Recordings,38.0
9476,32,Noise,38.0
9477,1,Avant-Garde,38.0
9477,32,Noise,38.0
9491,64,Electro-Punk,25.0
9505,1,Avant-Garde,38.0
9505,32,Noise,38.0
9511,58,Psych-Rock,12.0
9511,85,Garage,12.0
9513,36,Krautrock,12.0
9513,89,Post-Punk,25.0
9513,98,Progressive,12.0
9678,125,Unclassifiable,38.0
9721,1,Avant-Garde,38.0
9721,32,Noise,38.0
9846,1,Avant-Garde,38.0
9846,32,Noise,38.0
9918,22,Audio Collage,38.0
9918,32,Noise,38.0
9962,64,Electro-Punk,25.0
10186,79,Reggae - Dub,2.0
10192,100,Alternative Hip-Hop,21.0
10250,538,Compilation,18.0
10374,32,Noise,38.0
10374,224,Sound Collage,38.0
10375,32,Noise,38.0
10375,224,Sound Collage,38.0
10376,32,Noise,38.0
10376,224,Sound Collage,38.0
10377,32,Noise,38.0
10377,224,Sound Collage,38.0
10435,22,Audio Collage,38.0
10521,125,Unclassifiable,38.0
10527,125,Unclassifiable,38.0
10535,125,Unclassifiable,38.0
10541,125,Unclassifiable,38.0
10575,33,Psych-Folk,17.0
10575,103,Singer-Songwriter,17.0
10577,33,Psych-Folk,17.0
10577,103,Singer-Songwriter,17.0
10668,70,Industrial,12.0
10669,70,Industrial,12.0
10670,70,Industrial,12.0
10671,70,Industrial,12.0
10672,70,Industrial,12.0
10673,70,Industrial,12.0
10674,70,Industrial,12.0
10675,70,Industrial,12.0
10676,70,Industrial,12.0
10677,70,Industrial,12.0
10983,1,Avant-Garde,38.0
10983,32,Noise,38.0
11019,22,Audio Collage,38.0
11020,22,Audio Collage,38.0
11206,236,IDM,15.0
11234,1,Avant-Garde,38.0
11234,32,Noise,38.0
11237,1,Avant-Garde,38.0
11237,32,Noise,38.0
11239,1,Avant-Garde,38.0
11239,32,Noise,38.0
11242,1,Avant-Garde,38.0
11242,32,Noise,38.0
11261,76,Experimental Pop,10.0
11264,88,New Wave,12.0
11264,98,Progressive,12.0
11268,89,Post-Punk,25.0
11306,58,Psych-Rock,12.0
11306,66,Indie-Rock,12.0
11544,1,Avant-Garde,38.0
11544,22,Audio Collage,38.0
11544,32,Noise,38.0
11544,125,Unclassifiable,38.0
11638,538,Compilation,18.0
11671,46,Latin America,2.0
11672,46,Latin America,2.0
11673,46,Latin America,2.0
11674,46,Latin America,2.0
11675,46,Latin America,2.0
11677,46,Latin America,2.0
11679,46,Latin America,2.0
11681,46,Latin America,2.0
11682,46,Latin America,2.0
11683,46,Latin America,2.0
11861,539,Rap,21.0
11862,539,Rap,21.0
11867,539,Rap,21.0
11868,539,Rap,21.0
11942,337,Drum & Bass,15.0
11946,763,Holiday,763.0
11947,763,Holiday,763.0
11951,763,Holiday,763.0
12189,286,Trip-Hop,15.0
12346,41,Electroacoustic,38.0
12346,224,Sound Collage,38.0
12348,33,Psych-Folk,17.0
12348,94,Freak-Folk,17.0
12349,33,Psych-Folk,17.0
12349,94,Freak-Folk,17.0
12350,33,Psych-Folk,17.0
12350,94,Freak-Folk,17.0
12351,33,Psych-Folk,17.0
12351,94,Freak-Folk,17.0
12352,33,Psych-Folk,17.0
12352,94,Freak-Folk,17.0
12353,33,Psych-Folk,17.0
12353,94,Freak-Folk,17.0
12355,33,Psych-Folk,17.0
12355,94,Freak-Folk,17.0
12521,66,Indie-Rock,12.0
12552,76,Experimental Pop,10.0
12654,76,Experimental Pop,10.0
12690,79,Reggae - Dub,2.0
12691,79,Reggae - Dub,2.0
12692,79,Reggae - Dub,2.0
13474,286,Trip-Hop,15.0
13537,214,North African,92.0
13538,214,North African,92.0
13539,214,North African,92.0
13540,214,North African,92.0
13562,286,Trip-Hop,15.0
13571,337,Drum & Bass,15.0
13578,1,Avant-Garde,38.0
13706,297,Chip Music,15.0
13707,297,Chip Music,15.0
13708,297,Chip Music,15.0
13709,297,Chip Music,15.0
13710,297,Chip Music,15.0
13711,297,Chip Music,15.0
13804,100,Alternative Hip-Hop,21.0
14063,185,Breakcore - Hard,15.0
14208,297,Chip Music,15.0
14315,118,Balkan,2.0
14316,118,Balkan,2.0
14317,118,Balkan,2.0
14318,118,Balkan,2.0
14319,118,Balkan,2.0
14320,118,Balkan,2.0
14363,100,Alternative Hip-Hop,21.0
14365,100,Alternative Hip-Hop,21.0
14568,18,Soundtrack,1235.0
14569,18,Soundtrack,1235.0
14570,18,Soundtrack,1235.0
14571,18,Soundtrack,1235.0
14572,18,Soundtrack,1235.0
14576,18,Soundtrack,1235.0
14577,18,Soundtrack,1235.0
14578,18,Soundtrack,1235.0
14579,18,Soundtrack,1235.0
14580,18,Soundtrack,1235.0
14581,18,Soundtrack,1235.0
14583,18,Soundtrack,1235.0
14584,18,Soundtrack,1235.0
14585,18,Soundtrack,1235.0
14586,18,Soundtrack,1235.0
14588,18,Soundtrack,1235.0
14589,18,Soundtrack,1235.0
14590,18,Soundtrack,1235.0
14601,214,North African,92.0
14602,214,North African,92.0
14603,214,North African,92.0
14604,214,North African,92.0
14653,66,Indie-Rock,12.0
14661,103,Singer-Songwriter,17.0
14663,362,Synth Pop,10.0
14684,103,Singer-Songwriter,17.0
14690,22,Audio Collage,38.0
14693,103,Singer-Songwriter,17.0
14809,103,Singer-Songwriter,17.0
14869,181,Techno,15.0
15094,41,Electroacoustic,38.0
15464,22,Audio Collage,38.0
15469,22,Audio Collage,38.0
15471,22,Audio Collage,38.0
15475,22,Audio Collage,38.0
15476,22,Audio Collage,38.0
15487,86,Indian,2.0
15487,174,South Indian Traditional,86.0
15488,86,Indian,2.0
15488,174,South Indian Traditional,86.0
15540,22,Audio Collage,38.0
15541,22,Audio Collage,38.0
15542,22,Audio Collage,38.0
15543,22,Audio Collage,38.0
15625,30,Field Recordings,38.0
15769,297,Chip Music,15.0
15770,297,Chip Music,15.0
15771,297,Chip Music,15.0
15772,297,Chip Music,15.0
15773,297,Chip Music,15.0
15880,172,Asia-Far East,2.0
16095,76,Experimental Pop,10.0
16155,362,Synth Pop,10.0
16334,172,Asia-Far East,2.0
16743,81,Afrobeat,92.0
16743,92,African,2.0
16744,81,Afrobeat,92.0
16744,92,African,2.0
16745,81,Afrobeat,92.0
16745,92,African,2.0
16747,81,Afrobeat,92.0
16747,92,African,2.0
16819,404,Surf,85.0
16820,404,Surf,85.0
16821,404,Surf,85.0
16822,404,Surf,85.0
16895,76,Experimental Pop,10.0
16994,27,Lo-Fi,12.0
16995,27,Lo-Fi,12.0
16997,27,Lo-Fi,12.0
17344,76,Experimental Pop,10.0
17345,76,Experimental Pop,10.0
17462,25,Punk,12.0
17462,66,Indie-Rock,12.0
17462,89,Post-Punk,25.0
17491,100,Alternative Hip-Hop,21.0
17496,100,Alternative Hip-Hop,21.0
17499,100,Alternative Hip-Hop,21.0
17500,100,Alternative Hip-Hop,21.0
17573,47,Drone,38.0
17605,172,Asia-Far East,2.0
17606,172,Asia-Far East,2.0
17607,172,Asia-Far East,2.0
17608,172,Asia-Far East,2.0
17609,172,Asia-Far East,2.0
17610,172,Asia-Far East,2.0
17611,172,Asia-Far East,2.0
17631,86,Indian,2.0
17631,92,African,2.0
17632,86,Indian,2.0
17632,92,African,2.0
17633,86,Indian,2.0
17633,92,African,2.0
17634,86,Indian,2.0
17634,92,African,2.0
17635,86,Indian,2.0
17635,92,African,2.0
17636,86,Indian,2.0
17636,92,African,2.0
17637,86,Indian,2.0
17637,92,African,2.0
17644,32,Noise,38.0
17735,167,Black-Metal,31.0
17884,240,Chiptune,297.0
17884,297,Chip Music,15.0
17906,362,Synth Pop,10.0
18031,46,Latin America,2.0
18032,46,Latin America,2.0
18033,46,Latin America,2.0
18034,46,Latin America,2.0
18037,92,African,2.0
18038,92,African,2.0
18039,92,African,2.0
18043,118,Balkan,2.0
18044,118,Balkan,2.0
18112,1,Avant-Garde,38.0
18144,76,Experimental Pop,10.0
18145,76,Experimental Pop,10.0
18146,76,Experimental Pop,10.0
18159,33,Psych-Folk,17.0
18197,58,Psych-Rock,12.0
18350,103,Singer-Songwriter,17.0
18607,58,Psych-Rock,12.0
18611,58,Psych-Rock,12.0
18887,36,Krautrock,12.0
18887,53,Noise-Rock,45.0
18887,58,Psych-Rock,12.0
19179,440,Rock Opera,12.0
19184,440,Rock Opera,12.0
19187,440,Rock Opera,12.0
19412,76,Experimental Pop,10.0
19413,76,Experimental Pop,10.0
19415,76,Experimental Pop,10.0
19416,76,Experimental Pop,10.0
19417,76,Experimental Pop,10.0
19418,76,Experimental Pop,10.0
19420,76,Experimental Pop,10.0
19422,76,Experimental Pop,10.0
19423,76,Experimental Pop,10.0
19441,362,Synth Pop,10.0
19459,46,Latin America,2.0
19673,92,African,2.0
19673,171,Brazilian,2.0
19674,92,African,2.0
19674,171,Brazilian,2.0
19685,113,Space-Rock,26.0
19689,76,Experimental Pop,10.0
19889,79,Reggae - Dub,2.0
19890,79,Reggae - Dub,2.0
19891,79,Reggae - Dub,2.0
20296,1,Avant-Garde,38.0
20361,18,Soundtrack,1235.0
20362,18,Soundtrack,1235.0
20364,18,Soundtrack,1235.0
20365,18,Soundtrack,1235.0
20366,18,Soundtrack,1235.0
20369,18,Soundtrack,1235.0
20372,18,Soundtrack,1235.0
20373,18,Soundtrack,1235.0
20374,18,Soundtrack,1235.0
20375,18,Soundtrack,1235.0
20376,18,Soundtrack,1235.0
20424,1,Avant-Garde,38.0
20432,171,Brazilian,2.0
20667,240,Chiptune,297.0
20667,297,Chip Music,15.0
20704,76,Experimental Pop,10.0
20818,32,Noise,38.0
21085,297,Chip Music,15.0
21087,33,Psych-Folk,17.0
21167,181,Techno,15.0
21167,182,House,15.0
21167,296,Dance,15.0
21400,76,Experimental Pop,10.0
21401,76,Experimental Pop,10.0
21402,76,Experimental Pop,10.0
21403,76,Experimental Pop,10.0
21404,76,Experimental Pop,10.0
21409,76,Experimental Pop,10.0
21565,76,Experimental Pop,10.0
21587,76,Experimental Pop,10.0
21657,76,Experimental Pop,10.0
21672,362,Synth Pop,10.0
21676,362,Synth Pop,10.0
21677,362,Synth Pop,10.0
21707,103,Singer-Songwriter,17.0
21774,41,Electroacoustic,38.0
21842,42,Ambient Electronic,15.0
21842,183,Glitch,15.0
21842,184,Minimal Electronic,15.0
21859,66,Indie-Rock,12.0
21860,66,Indie-Rock,12.0
21891,468,Dubstep,15.0
21895,468,Dubstep,15.0
21995,76,Experimental Pop,10.0
21996,76,Experimental Pop,10.0
21997,76,Experimental Pop,10.0
21998,76,Experimental Pop,10.0
21999,76,Experimental Pop,10.0
22000,76,Experimental Pop,10.0
22001,76,Experimental Pop,10.0
22095,286,Trip-Hop,15.0
22095,400,Chill-out,182.0
22150,1,Avant-Garde,38.0
22150,32,Noise,38.0
22150,250,Improv,38.0
22315,102,Middle East,2.0
22472,76,Experimental Pop,10.0
22473,76,Experimental Pop,10.0
22474,76,Experimental Pop,10.0
22475,76,Experimental Pop,10.0
22476,76,Experimental Pop,10.0
22477,76,Experimental Pop,10.0
22478,76,Experimental Pop,10.0
22479,76,Experimental Pop,10.0
22480,76,Experimental Pop,10.0
22481,76,Experimental Pop,10.0
23041,25,Punk,12.0
23041,89,Post-Punk,25.0
23155,130,Europe,2.0
23156,130,Europe,2.0
23329,32,Noise,38.0
23329,41,Electroacoustic,38.0
23329,47,Drone,38.0
23329,250,Improv,38.0
23353,42,Ambient Electronic,15.0
23372,42,Ambient Electronic,15.0
23372,184,Minimal Electronic,15.0
23505,286,Trip-Hop,15.0
23862,240,Chiptune,297.0
23862,297,Chip Music,15.0
24216,514,Sound Art,38.0
24217,514,Sound Art,38.0
24218,514,Sound Art,38.0
24362,46,Latin America,2.0
24363,46,Latin America,2.0
24364,46,Latin America,2.0
24365,46,Latin America,2.0
24366,46,Latin America,2.0
24367,46,Latin America,2.0
24368,46,Latin America,2.0
24369,46,Latin America,2.0
24370,46,Latin America,2.0
24371,46,Latin America,2.0
24512,41,Electroacoustic,38.0
24512,186,Sound Poetry,38.0
24515,41,Electroacoustic,38.0
24515,186,Sound Poetry,38.0
24521,41,Electroacoustic,38.0
24521,186,Sound Poetry,38.0
24524,41,Electroacoustic,38.0
24524,186,Sound Poetry,38.0
24698,118,Balkan,2.0
24698,130,Europe,2.0
24699,118,Balkan,2.0
24699,130,Europe,2.0
24700,118,Balkan,2.0
24700,130,Europe,2.0
24701,118,Balkan,2.0
24701,130,Europe,2.0
24702,118,Balkan,2.0
24702,130,Europe,2.0
24717,118,Balkan,2.0
24717,130,Europe,2.0
24720,118,Balkan,2.0
24720,130,Europe,2.0
24739,118,Balkan,2.0
24741,118,Balkan,2.0
24742,118,Balkan,2.0
24745,130,Europe,2.0
24745,524,Romany (Gypsy),130.0
24746,130,Europe,2.0
24746,524,Romany (Gypsy),130.0
24747,130,Europe,2.0
24747,524,Romany (Gypsy),130.0
24748,130,Europe,2.0
24748,524,Romany (Gypsy),130.0
24749,130,Europe,2.0
24749,524,Romany (Gypsy),130.0
24842,1060,Tango,46.0
24898,30,Field Recordings,38.0
24899,30,Field Recordings,38.0
24901,30,Field Recordings,38.0
24912,30,Field Recordings,38.0
24915,30,Field Recordings,38.0
24917,30,Field Recordings,38.0
24963,224,Sound Collage,38.0
24975,224,Sound Collage,38.0
24983,224,Sound Collage,38.0
25028,130,Europe,2.0
25028,524,Romany (Gypsy),130.0
25029,130,Europe,2.0
25029,524,Romany (Gypsy),130.0
25030,130,Europe,2.0
25030,524,Romany (Gypsy),130.0
25031,130,Europe,2.0
25031,524,Romany (Gypsy),130.0
25032,130,Europe,2.0
25032,524,Romany (Gypsy),130.0
25033,130,Europe,2.0
25033,524,Romany (Gypsy),130.0
25055,76,Experimental Pop,10.0
25066,182,House,15.0
25066,184,Minimal Electronic,15.0
25104,76,Experimental Pop,10.0
25124,76,Experimental Pop,10.0
25227,130,Europe,2.0
25232,130,Europe,2.0
25233,130,Europe,2.0
25234,130,Europe,2.0
25235,130,Europe,2.0
25324,250,Improv,38.0
25378,240,Chiptune,297.0
25378,297,Chip Music,15.0
25601,79,Reggae - Dub,2.0
25603,79,Reggae - Dub,2.0
25605,79,Reggae - Dub,2.0
25606,79,Reggae - Dub,2.0
25606,602,Reggae - Dancehall,79.0
25608,79,Reggae - Dub,2.0
25608,602,Reggae - Dancehall,79.0
25609,79,Reggae - Dub,2.0
25668,79,Reggae - Dub,2.0
25668,602,Reggae - Dancehall,79.0
25669,79,Reggae - Dub,2.0
25669,602,Reggae - Dancehall,79.0
25670,79,Reggae - Dub,2.0
25670,602,Reggae - Dancehall,79.0
25795,79,Reggae - Dub,2.0
25796,79,Reggae - Dub,2.0
25797,79,Reggae - Dub,2.0
25802,79,Reggae - Dub,2.0
25804,79,Reggae - Dub,2.0
26298,76,Experimental Pop,10.0
26302,103,Singer-Songwriter,17.0
26464,33,Psych-Folk,17.0
26465,33,Psych-Folk,17.0
26466,33,Psych-Folk,17.0
26583,186,Sound Poetry,38.0
26600,186,Sound Poetry,38.0
26605,186,Sound Poetry,38.0
26629,184,Minimal Electronic,15.0
26638,58,Psych-Rock,12.0
26638,404,Surf,85.0
26639,58,Psych-Rock,12.0
26639,404,Surf,85.0
26640,58,Psych-Rock,12.0
26640,404,Surf,85.0
26641,58,Psych-Rock,12.0
26641,404,Surf,85.0
26642,58,Psych-Rock,12.0
26642,404,Surf,85.0
26643,58,Psych-Rock,12.0
26643,404,Surf,85.0
26651,182,House,15.0
26652,182,House,15.0
26653,182,House,15.0
26654,182,House,15.0
26655,182,House,15.0
26656,182,House,15.0
26657,182,House,15.0
26658,182,House,15.0
26659,182,House,15.0
26674,98,Progressive,12.0
26681,98,Progressive,12.0
26754,76,Experimental Pop,10.0
26765,76,Experimental Pop,10.0
26859,297,Chip Music,15.0
26859,400,Chill-out,182.0
26861,297,Chip Music,15.0
26861,400,Chill-out,182.0
26902,297,Chip Music,15.0
26904,297,Chip Music,15.0
26905,297,Chip Music,15.0
26906,297,Chip Music,15.0
27164,76,Experimental Pop,10.0
27177,183,Glitch,15.0
27194,81,Afrobeat,92.0
27195,81,Afrobeat,92.0
27197,81,Afrobeat,92.0
27198,81,Afrobeat,92.0
27258,33,Psych-Folk,17.0
27258,180,British Folk,17.0
27406,181,Techno,15.0
27406,182,House,15.0
27454,47,Drone,38.0
27455,47,Drone,38.0
27456,47,Drone,38.0
27609,130,Europe,2.0
27609,232,Flamenco,2.0
27609,504,Latin,2.0
27609,619,Spanish,130.0
27610,130,Europe,2.0
27610,232,Flamenco,2.0
27610,504,Latin,2.0
27610,619,Spanish,130.0
27611,130,Europe,2.0
27611,232,Flamenco,2.0
27611,504,Latin,2.0
27611,619,Spanish,130.0
27612,130,Europe,2.0
27612,232,Flamenco,2.0
27612,504,Latin,2.0
27612,619,Spanish,130.0
27613,130,Europe,2.0
27613,232,Flamenco,2.0
27613,504,Latin,2.0
27613,619,Spanish,130.0
27667,181,Techno,15.0
27667,182,House,15.0
27667,184,Minimal Electronic,15.0
27673,236,IDM,15.0
27797,76,Experimental Pop,10.0
27798,42,Ambient Electronic,15.0
27798,400,Chill-out,182.0
27802,76,Experimental Pop,10.0
27803,1,Avant-Garde,38.0
27803,224,Sound Collage,38.0
27804,103,Singer-Songwriter,17.0
27855,33,Psych-Folk,17.0
27856,33,Psych-Folk,17.0
27866,456,Minimalism,38.0
27945,1,Avant-Garde,38.0
27953,92,African,2.0
27953,172,Asia-Far East,2.0
27975,172,Asia-Far East,2.0
27978,172,Asia-Far East,2.0
27981,172,Asia-Far East,2.0
27987,172,Asia-Far East,2.0
28070,85,Garage,12.0
28070,111,Power-Pop,25.0
28072,85,Garage,12.0
28072,111,Power-Pop,25.0
28179,296,Dance,15.0
28179,468,Dubstep,15.0
28241,224,Sound Collage,38.0
28260,27,Lo-Fi,12.0
28260,66,Indie-Rock,12.0
28266,36,Krautrock,12.0
28266,66,Indie-Rock,12.0
28274,27,Lo-Fi,12.0
28274,66,Indie-Rock,12.0
28274,359,Shoegaze,12.0
28477,76,Experimental Pop,10.0
28477,362,Synth Pop,10.0
28478,76,Experimental Pop,10.0
28478,362,Synth Pop,10.0
28479,76,Experimental Pop,10.0
28479,362,Synth Pop,10.0
28480,76,Experimental Pop,10.0
28480,362,Synth Pop,10.0
28481,76,Experimental Pop,10.0
28481,362,Synth Pop,10.0
28482,76,Experimental Pop,10.0
28482,362,Synth Pop,10.0
28483,76,Experimental Pop,10.0
28483,362,Synth Pop,10.0
28484,76,Experimental Pop,10.0
28484,362,Synth Pop,10.0
28485,76,Experimental Pop,10.0
28485,362,Synth Pop,10.0
28553,286,Trip-Hop,15.0
28571,250,Improv,38.0
28692,64,Electro-Punk,25.0
28692,71,No Wave,25.0
28692,88,New Wave,12.0
29037,286,Trip-Hop,15.0
29037,296,Dance,15.0
29037,400,Chill-out,182.0
29037,401,Bigbeat,181.0
29039,286,Trip-Hop,15.0
29039,296,Dance,15.0
29039,400,Chill-out,182.0
29039,401,Bigbeat,181.0
29040,286,Trip-Hop,15.0
29040,296,Dance,15.0
29040,400,Chill-out,182.0
29040,401,Bigbeat,181.0
29041,286,Trip-Hop,15.0
29041,296,Dance,15.0
29041,400,Chill-out,182.0
29041,401,Bigbeat,181.0
29042,286,Trip-Hop,15.0
29042,296,Dance,15.0
29042,400,Chill-out,182.0
29042,401,Bigbeat,181.0
29043,286,Trip-Hop,15.0
29043,296,Dance,15.0
29043,400,Chill-out,182.0
29043,401,Bigbeat,181.0
29044,286,Trip-Hop,15.0
29044,296,Dance,15.0
29044,400,Chill-out,182.0
29044,401,Bigbeat,181.0
29045,76,Experimental Pop,10.0
29128,76,Experimental Pop,10.0
29180,76,Experimental Pop,10.0
29243,76,Experimental Pop,10.0
29245,76,Experimental Pop,10.0
29255,76,Experimental Pop,10.0
29272,224,Sound Collage,38.0
29272,514,Sound Art,38.0
29350,46,Latin America,2.0
29351,46,Latin America,2.0
29355,46,Latin America,2.0
29465,224,Sound Collage,38.0
29480,33,Psych-Folk,17.0
29526,240,Chiptune,297.0
29526,297,Chip Music,15.0
29528,240,Chiptune,297.0
29528,297,Chip Music,15.0
29530,240,Chiptune,297.0
29530,297,Chip Music,15.0
29673,236,IDM,15.0
29673,337,Drum & Bass,15.0
29718,542,Breakbeat,21.0
29719,542,Breakbeat,21.0
29720,542,Breakbeat,21.0
29721,542,Breakbeat,21.0
29738,6,Novelty,38.0
